isoform	isoLength	flCount	ratioIsoToGene	exonNum	annotation	GC	orfLength	orfIntegrity	pepLength	FickettScore	pI	codingP	codingLabel	canJuncRatio	sdJuncCov	withNovelJunc	minNovelJuncRPKM	bite	minJuncRPKM	nIndelsAroundJunc	ratioMinJuncCovToAllCov	nJuncsWithIndels	indelNearJunc
PB.8846.1	3352	4	1.0	14	annotated	50.447	2805	1	935	0.436	5.151	1.0	coding	1.0	44.646	False	0.0	False	0.082	0	0.018	0	False
PB.8847.1	2818	25	0.926	4	annotated	59.546	2469	1	823	0.448	8.558	1.0	coding	1.0	464.979	False	0.0	False	3.199	0	0.131	0	False
PB.8847.3	1284	2	0.074	3	novel	48.053	1056	1	352	0.473	6.028	1.0	coding	1.0	30.0	False	0.0	False	22.723	0	0.489	0	False
PB.8849.2	1105	2	1.0	7	annotated	49.05	687	1	229	0.472	4.698	1.0	coding	1.0	119.19	False	0.0	False	1.108	0	0.068	0	False
PB.885.1	358	2	1.0	2	novel	48.603	213	-1	62	0.325	6.493	0.062	noncoding	1.0	0.0	False	0.0	False	4.953	0	1.0	0	False
PB.8850.1	3897	16	0.552	15	annotated	46.549	2823	1	941	0.452	6.183	1.0	coding	1.0	37.226	False	0.0	False	0.033	0	0.008	0	False
PB.8850.3	3892	3	0.103	17	annotated	46.557	2823	1	941	0.462	6.183	1.0	coding	1.0	37.566	False	0.0	False	0.027	0	0.007	0	False
PB.8850.5	3765	4	0.138	16	annotated	46.56	2823	1	941	0.452	6.183	1.0	coding	1.0	38.215	False	0.0	False	0.017	0	0.004	0	False
PB.8850.6	3690	6	0.207	16	annotated	46.775	2823	1	941	0.452	6.183	1.0	coding	1.0	37.413	False	0.0	False	0.023	0	0.005	0	False
PB.8851.1	2841	3	0.6	9	annotated	52.728	2280	1	760	0.458	7.831	1.0	coding	1.0	385.087	False	0.0	False	0.468	0	0.018	0	False
PB.8851.2	2256	2	0.4	8	annotated	49.291	1764	1	588	0.442	8.556	1.0	coding	1.0	383.174	False	0.0	False	1.095	0	0.034	0	False
PB.8852.1	553	4	1.0	3	annotated	59.675	216	1	72	0.431	10.572	0.167	noncoding	1.0	220.5	False	0.0	False	22.486	0	0.364	0	False
PB.8854.1	2262	3	1.0	19	novel	44.695	1524	1	508	0.47	5.431	1.0	coding	1.0	107.777	False	0.0	False	0.429	0	0.014	0	False
PB.8855.1	2648	5	1.0	8	annotated	56.533	1788	1	596	0.433	8.914	1.0	coding	1.0	7.68	False	0.0	False	0.024	0	0.038	0	False
PB.8856.1	4327	5	0.625	20	annotated	43.818	3729	1	1243	0.49	5.73	1.0	coding	1.0	10.486	False	0.0	False	0.01	0	0.006	0	False
PB.8856.2	4338	3	0.375	20	annotated	43.707	3786	1	1262	0.49	5.731	1.0	coding	1.0	10.974	False	0.0	False	0.01	0	0.006	0	False
PB.8860.1	2326	48	1.0	19	annotated	42.863	1785	1	595	0.464	5.641	1.0	coding	1.0	470.895	False	0.0	False	0.427	0	0.005	0	False
PB.8861.1	3632	3	1.0	2	novel	40.529	345	1	115	0.348	7.787	0.297	noncoding	1.0	0.0	False	0.0	False	0.0	0	0.0	0	False
PB.8862.1	4391	37	0.949	2	annotated	50.421	3984	1	1328	0.443	4.404	1.0	coding	1.0	0.0	False	0.0	False	0.769	0	1.0	0	False
PB.8863.1	4628	39	0.796	9	novel	44.166	3741	1	1247	0.461	5.413	1.0	coding	1.0	71.77	True	0.429	True	0.178	0	0.043	0	False
PB.8863.4	4133	10	0.204	8	novel	42.608	3741	1	1247	0.479	5.413	1.0	coding	1.0	70.552	True	0.48	True	0.215	0	0.048	0	False
PB.8864.1	4096	17	0.436	10	novel	52.515	3600	1	1200	0.473	5.75	1.0	coding	1.0	35.042	False	0.0	False	0.041	0	0.014	0	False
PB.8864.2	4085	4	0.103	10	novel	52.803	3660	1	1220	0.465	5.751	1.0	coding	1.0	35.396	True	0.031	True	0.031	0	0.011	0	False
PB.8864.3	4262	15	0.385	9	annotated	52.745	3771	1	1257	0.477	5.741	1.0	coding	1.0	30.864	False	0.0	False	0.134	0	0.048	0	False
PB.8864.4	3910	3	0.077	11	novel	52.737	2469	1	823	0.445	5.888	1.0	coding	1.0	37.415	True	0.032	True	0.032	0	0.01	0	False
PB.8869.1	391	5	1.0	3	annotated	51.918	156	1	52	0.425	12.188	0.05	noncoding	1.0	173.0	False	0.0	False	68.571	0	0.44	0	False
PB.8870.1	2384	6	0.545	12	annotated	49.371	1527	1	509	0.393	5.951	1.0	coding	1.0	96.438	False	0.0	False	0.071	0	0.009	0	False
PB.8870.3	2284	5	0.455	12	annotated	48.555	1527	1	509	0.414	5.951	1.0	coding	1.0	97.366	False	0.0	False	0.074	0	0.009	0	False
PB.8871.1	3518	5	1.0	18	annotated	48.835	2961	1	987	0.49	6.355	1.0	coding	1.0	98.45	False	0.0	False	0.21	0	0.018	0	False
PB.8872.1	3217	2	1.0	13	annotated	45.85	2472	1	824	0.441	6.249	1.0	coding	1.0	29.831	False	0.0	False	0.092	0	0.021	0	False
PB.8873.2	1007	8	1.0	2	annotated	57.299	495	1	165	0.46	9.201	0.982	coding	1.0	0.0	False	0.0	False	10.713	0	1.0	0	False
PB.8874.1	1304	4	1.0	11	annotated	51.074	1005	1	335	0.427	9.232	1.0	coding	1.0	68.964	False	0.0	False	0.745	0	0.039	0	False
PB.8875.1	2332	2	1.0	7	annotated	49.228	1863	1	621	0.44	8.626	1.0	coding	1.0	214.355	False	0.0	False	0.507	0	0.04	0	False
PB.8876.1	5989	42	0.824	13	annotated	51.127	5469	1	1823	0.491	4.925	1.0	coding	1.0	32.376	False	0.0	False	0.035	0	0.018	0	False
PB.8876.5	4875	7	0.137	13	annotated	48.492	3867	1	1289	0.483	5.935	1.0	coding	1.0	32.615	False	0.0	False	0.043	0	0.017	0	False
PB.8876.6	5823	2	0.039	14	novel	51.159	4623	1	1541	0.458	5.359	1.0	coding	1.0	32.376	False	0.0	True	0.036	0	0.018	0	False
PB.8877.1	1255	2	1.0	2	annotated	63.745	948	1	316	0.433	6.097	1.0	coding	1.0	0.0	False	0.0	False	0.37	0	1.0	0	False
PB.8878.2	1721	7	0.7	2	annotated	64.614	1461	1	487	0.412	6.301	1.0	coding	1.0	0.0	False	0.0	False	0.233	0	1.0	0	False
PB.8879.2	773	8	1.0	3	annotated	55.498	573	1	191	0.425	9.707	0.988	coding	1.0	118.5	False	0.0	False	28.158	0	0.448	0	False
PB.888.1	1359	4	1.0	2	annotated	63.208	750	1	250	0.457	5.44	1.0	coding	1.0	0.0	False	0.0	False	0.684	0	1.0	0	False
PB.8881.1	1266	12	1.0	9	novel	50.158	822	1	274	0.461	6.706	1.0	coding	1.0	471.934	True	11.69	True	4.219	0	0.049	0	False
PB.8882.1	1294	2	1.0	5	annotated	51.391	813	1	271	0.436	9.047	1.0	coding	1.0	24.688	False	0.0	False	0.555	0	0.157	0	False
PB.8884.1	2143	56	1.0	2	novel	56.51	1449	1	483	0.438	5.929	1.0	coding	1.0	0.0	False	0.0	False	1.379	0	1.0	0	False
PB.8885.1	3229	3	1.0	9	annotated	57.975	2580	1	860	0.434	5.347	1.0	coding	1.0	12.927	False	0.0	False	0.242	0	0.089	0	False
PB.8887.3	4174	51	0.864	13	annotated	45.736	3495	1	1165	0.477	6.285	1.0	coding	1.0	114.572	False	0.0	False	0.101	0	0.011	0	False
PB.8887.4	3967	5	0.085	13	novel	45.904	3354	1	1118	0.477	6.267	1.0	coding	1.0	118.745	False	0.0	False	0.021	0	0.002	0	False
PB.8887.6	2078	3	0.051	6	novel	43.07	1851	1	617	0.456	6.274	1.0	coding	1.0	39.051	False	0.0	False	0.203	0	0.054	0	False
PB.8888.4	2459	165	1.0	2	annotated	60.309	1782	1	594	0.417	9.337	1.0	coding	1.0	0.0	False	0.0	False	4.585	0	1.0	0	False
PB.889.1	4013	3	0.6	3	annotated	43.409	504	1	168	0.343	4.9	0.969	coding	1.0	21.0	False	0.0	False	0.321	0	0.372	0	False
PB.889.2	1472	2	0.4	4	novel	56.726	612	1	204	0.421	8.684	0.995	coding	1.0	24.459	True	0.645	True	0.645	0	0.215	0	False
PB.8890.1	2202	46	0.939	14	novel	47.911	1740	1	580	0.448	5.415	1.0	coding	1.0	584.377	True	6.04	True	2.282	0	0.018	0	False
PB.8890.3	2014	3	0.061	13	annotated	46.822	1740	1	580	0.448	5.415	1.0	coding	1.0	595.904	False	0.0	False	2.495	0	0.019	0	False
PB.8891.1	1733	2	1.0	8	annotated	53.087	1272	1	424	0.406	5.675	1.0	coding	1.0	35.556	False	0.0	False	0.024	0	0.006	0	False
PB.8892.1	838	32	1.0	3	annotated	53.103	237	1	79	0.352	8.889	0.072	noncoding	1.0	3288.0	False	0.0	False	21.741	0	0.104	0	False
PB.8893.1	4848	2	1.0	8	novel	48.37	1410	1	470	0.305	9.495	1.0	coding	1.0	54.925	True	0.758	True	0.353	0	0.068	0	False
PB.8895.1	4225	20	1.0	38	annotated	44.71	3462	1	1154	0.46	8.694	1.0	coding	1.0	41.394	False	0.0	False	0.12	0	0.008	0	False
PB.8897.1	2865	8	1.0	19	annotated	48.621	1413	1	471	0.403	9.414	1.0	coding	1.0	121.763	False	0.0	False	0.206	0	0.009	0	False
PB.8899.1	3939	3	1.0	21	annotated	46.255	1068	1	356	0.424	5.093	1.0	coding	1.0	44.921	False	0.0	False	0.064	0	0.012	0	False
PB.89.2	2361	25	1.0	7	annotated	52.181	1932	1	644	0.455	6.589	1.0	coding	1.0	63.518	False	0.0	False	0.286	0	0.042	0	False
PB.890.1	1229	4	1.0	7	annotated	47.6	987	1	329	0.461	9.21	1.0	coding	1.0	21.024	False	0.0	False	0.223	0	0.038	0	False
PB.8900.1	924	4	1.0	4	novel	59.74	654	1	218	0.462	9.207	0.999	coding	1.0	825.497	True	6.603	False	6.603	0	0.074	0	False
PB.8901.1	1575	10	1.0	17	annotated	52.19	1290	1	430	0.466	8.723	1.0	coding	1.0	124.55	False	0.0	False	0.858	0	0.018	0	False
PB.8902.1	1613	8	1.0	17	annotated	52.139	1290	1	430	0.446	8.912	1.0	coding	1.0	191.089	False	0.0	False	1.361	0	0.019	0	False
PB.8903.1	2951	4	0.167	10	annotated	47.848	2343	1	781	0.455	8.994	1.0	coding	1.0	210.02	False	0.0	False	0.351	0	0.018	0	False
PB.8903.2	3727	4	0.167	10	novel	45.103	1314	1	438	0.382	7.901	1.0	coding	0.889	200.876	False	0.0	True	0.742	0	0.05	0	False
PB.8903.3	3943	4	0.167	10	novel	44.763	1314	1	438	0.394	7.901	1.0	coding	0.889	200.876	False	0.0	True	0.701	0	0.05	0	False
PB.8903.4	2130	2	0.083	9	annotated	47.653	1767	1	589	0.437	8.898	1.0	coding	1.0	202.78	False	0.0	False	1.298	0	0.05	0	False
PB.8903.5	2898	8	0.333	10	annotated	47.55	2343	1	781	0.432	8.994	1.0	coding	1.0	197.735	False	0.0	False	0.954	0	0.047	0	False
PB.8903.6	3608	2	0.083	11	novel	44.983	1314	1	438	0.359	7.901	1.0	coding	0.9	203.609	False	0.0	True	0.527	0	0.033	0	False
PB.8904.1	1099	7	1.0	8	annotated	55.687	708	1	236	0.451	9.8	1.0	coding	1.0	61.207	False	0.0	False	2.459	0	0.094	0	False
PB.8905.1	2227	3	0.25	16	annotated	50.965	1716	1	572	0.463	4.763	1.0	coding	1.0	143.094	False	0.0	False	0.133	0	0.008	0	False
PB.8905.2	2130	3	0.25	17	annotated	50.376	1650	1	550	0.481	4.679	1.0	coding	1.0	140.977	False	0.0	False	0.089	0	0.005	0	False
PB.8905.5	1895	6	0.5	16	annotated	49.657	1650	1	550	0.458	4.679	1.0	coding	1.0	143.339	False	0.0	False	0.1	0	0.005	0	False
PB.8907.1	2205	7	1.0	4	annotated	65.896	1479	1	493	0.383	6.703	1.0	coding	1.0	1.633	False	0.0	False	0.115	0	0.286	0	False
PB.8908.1	2259	2	1.0	2	novel	49.712	336	1	91	0.348	6.383	0.147	noncoding	1.0	0.0	True	0.047	False	0.047	0	1.0	0	False
PB.8909.1	2341	27	1.0	14	annotated	50.278	1533	1	511	0.464	9.256	1.0	coding	1.0	66.253	False	0.0	False	0.532	0	0.04	0	False
PB.891.1	3361	6	0.5	3	novel	52.901	2763	1	921	0.461	4.808	1.0	coding	1.0	1.5	True	0.22	True	0.201	0	0.478	0	False
PB.8910.1	527	2	1.0	3	annotated	51.613	210	1	70	0.435	7.676	0.108	noncoding	1.0	157.0	False	0.0	False	13.62	0	0.342	0	False
PB.8911.1	1489	6	1.0	5	novel	51.31	1041	1	347	0.479	6.384	1.0	coding	1.0	22.411	False	0.0	False	2.098	0	0.198	0	False
PB.8912.1	2296	90	0.789	13	annotated	47.822	1764	1	588	0.46	4.941	1.0	coding	1.0	419.579	False	0.0	False	1.499	0	0.021	0	False
PB.8912.3	2154	22	0.193	13	annotated	46.657	1752	1	584	0.465	4.933	1.0	coding	1.0	372.709	False	0.0	False	1.598	0	0.025	0	False
PB.8912.4	1868	2	0.018	12	annotated	45.021	1566	1	522	0.481	5.136	1.0	coding	1.0	437.625	False	0.0	False	1.842	0	0.023	0	False
PB.8913.2	689	17	0.773	2	annotated	59.797	411	1	137	0.473	11.154	0.938	coding	1.0	0.0	False	0.0	False	93.607	0	1.0	0	False
PB.8914.1	1203	2	1.0	7	annotated	56.276	912	1	304	0.437	5.561	1.0	coding	1.0	57.836	False	0.0	False	0.439	0	0.056	0	False
PB.8920.1	2207	9	1.0	9	novel	51.744	1842	1	614	0.455	10.176	1.0	coding	1.0	150.681	True	0.421	False	0.421	0	0.03	0	False
PB.8921.1	953	6	1.0	6	annotated	49.213	459	1	153	0.37	5.421	0.94	coding	1.0	91.832	False	0.0	False	2.459	0	0.102	0	False
PB.8922.1	1063	2	1.0	4	annotated	50.706	753	1	251	0.434	4.776	1.0	coding	1.0	159.617	False	0.0	False	1.688	0	0.119	0	False
PB.8923.1	1229	8	1.0	5	annotated	54.272	867	1	289	0.461	5.15	1.0	coding	1.0	40.565	False	0.0	False	1.34	0	0.134	0	False
PB.8924.1	1098	5	1.0	4	annotated	48.543	531	1	177	0.355	9.298	0.86	coding	1.0	22.066	False	0.0	False	0.865	0	0.206	0	False
PB.8927.1	1010	2	1.0	4	novel	50.396	537	1	179	0.379	8.984	0.938	coding	1.0	49.748	True	0.669	False	0.669	0	0.142	0	False
PB.8928.1	2034	2	0.5	12	novel	49.41	1725	-1	575	0.462	6.481	0.994	coding	1.0	74.147	False	0.0	False	0.197	0	0.015	0	False
PB.8928.2	3308	2	0.5	19	annotated	46.675	2718	1	906	0.496	6.102	1.0	coding	1.0	61.273	False	0.0	False	0.121	0	0.01	0	False
PB.893.1	1482	2	1.0	3	annotated	62.416	1134	1	378	0.46	4.42	1.0	coding	1.0	537.0	False	0.0	False	1.553	0	0.084	0	False
PB.8930.1	1445	7	0.778	8	annotated	48.72	1041	1	347	0.488	8.132	1.0	coding	1.0	205.067	False	0.0	False	0.847	0	0.04	0	False
PB.8930.2	2050	2	0.222	7	novel	43.707	681	1	227	0.39	8.686	0.996	coding	1.0	211.665	False	0.0	False	0.824	0	0.058	0	False
PB.8933.1	1140	20	0.909	8	annotated	50.877	735	1	245	0.45	5.477	1.0	coding	1.0	193.525	False	0.0	False	5.426	0	0.084	0	False
PB.8934.1	1552	5	1.0	13	novel	47.68	1011	1	337	0.425	5.385	1.0	coding	1.0	88.723	True	3.401	True	0.721	0	0.024	0	False
PB.8936.1	675	4	1.0	4	annotated	56.889	396	1	117	0.463	9.577	0.799	coding	1.0	1589.373	False	0.0	False	15.638	0	0.102	0	False
PB.8937.1	1454	7	1.0	8	annotated	50.55	1134	1	378	0.461	5.655	1.0	coding	1.0	156.53	False	0.0	False	0.566	0	0.026	0	False
PB.8938.1	1424	6	1.0	9	annotated	45.857	777	1	259	0.387	7.935	1.0	coding	1.0	43.004	False	0.0	False	0.519	0	0.046	0	False
PB.8939.1	1980	33	1.0	7	annotated	53.788	1281	1	427	0.445	6.474	1.0	coding	1.0	132.771	False	0.0	False	1.247	0	0.073	0	False
PB.894.1	4000	4	0.148	11	novel	44.525	720	1	240	0.382	5.328	1.0	coding	1.0	231.878	False	0.0	True	0.063	0	0.007	0	False
PB.894.2	3580	16	0.593	11	novel	44.916	720	1	240	0.339	5.328	0.999	coding	1.0	226.599	False	0.0	True	0.401	0	0.039	0	False
PB.894.3	4091	4	0.148	10	novel	44.268	720	1	240	0.333	5.328	0.999	coding	1.0	234.708	False	0.0	True	0.459	0	0.054	0	False
PB.894.4	3269	3	0.111	6	novel	46.069	720	1	240	0.377	5.328	1.0	coding	1.0	278.221	False	0.0	False	0.077	0	0.009	0	False
PB.8942.1	4033	2	0.033	26	novel	43.739	2559	1	853	0.489	4.933	1.0	coding	1.0	213.238	False	0.0	True	0.073	0	0.002	0	False
PB.8942.2	3516	51	0.836	25	annotated	44.482	2703	1	901	0.494	5.013	1.0	coding	1.0	207.596	False	0.0	False	0.57	0	0.012	0	False
PB.8942.3	3553	5	0.082	24	annotated	44.244	1500	1	500	0.391	7.153	1.0	coding	1.0	210.761	False	0.0	False	0.564	0	0.013	0	False
PB.8942.4	3951	3	0.049	26	novel	43.736	2559	1	853	0.471	4.933	1.0	coding	0.96	213.238	False	0.0	True	0.075	0	0.002	0	False
PB.8945.1	558	2	1.0	2	novel	52.867	213	1	66	0.457	9.872	0.176	noncoding	1.0	0.0	True	31.44	False	31.44	0	1.0	0	False
PB.8946.1	1682	2	1.0	11	annotated	45.719	1077	1	359	0.449	4.357	1.0	coding	1.0	58.411	False	0.0	False	0.364	0	0.029	0	False
PB.8947.1	1895	6	1.0	4	annotated	51.504	1320	1	440	0.414	8.334	1.0	coding	1.0	71.852	False	0.0	False	0.824	0	0.152	0	False
PB.895.1	1945	6	0.462	9	annotated	50.848	315	1	105	0.354	4.839	0.485	noncoding	1.0	119.839	False	0.0	False	0.326	0	0.019	0	False
PB.895.3	1840	3	0.231	8	annotated	51.359	315	1	105	0.368	4.839	0.537	coding	1.0	121.292	False	0.0	False	0.287	0	0.017	0	False
PB.895.4	4867	2	0.154	7	novel	38.771	411	1	137	0.261	9.156	0.193	noncoding	1.0	102.662	False	0.0	False	0.317	0	0.051	0	False
PB.895.5	3463	2	0.154	8	annotated	40.947	411	1	137	0.292	9.156	0.251	noncoding	1.0	136.193	False	0.0	False	0.03	0	0.004	0	False
PB.8952.2	1476	5	1.0	10	annotated	48.238	912	1	304	0.46	4.88	1.0	coding	1.0	48.057	False	0.0	False	1.344	0	0.066	0	False
PB.8954.1	1192	7	1.0	3	annotated	56.124	867	1	289	0.462	6.653	1.0	coding	1.0	103.5	False	0.0	False	0.46	0	0.1	0	False
PB.8955.1	912	40	0.952	3	annotated	51.864	396	1	132	0.466	4.627	0.958	coding	1.0	99.0	False	0.0	False	13.056	0	0.425	0	False
PB.8956.1	1678	2	1.0	6	annotated	48.57	1197	1	399	0.465	5.309	1.0	coding	1.0	253.144	False	0.0	False	1.623	0	0.061	0	False
PB.8957.1	2154	7	1.0	12	novel	51.996	1281	1	427	0.449	5.576	1.0	coding	1.0	11.654	False	0.0	False	0.078	0	0.035	0	False
PB.8958.1	961	2	0.5	7	annotated	47.971	609	1	203	0.475	6.208	0.999	coding	1.0	81.891	False	0.0	False	0.901	0	0.05	0	False
PB.8958.2	754	2	0.5	6	annotated	42.175	474	1	158	0.502	6.067	0.978	coding	1.0	73.891	False	0.0	False	1.148	0	0.07	0	False
PB.8959.1	3915	2	0.5	6	annotated	46.386	798	1	266	0.323	9.93	0.979	coding	1.0	39.256	False	0.0	False	0.14	0	0.071	0	False
PB.8959.2	1669	2	0.5	7	annotated	53.865	1092	1	364	0.424	7.596	1.0	coding	1.0	35.849	False	0.0	False	0.329	0	0.059	0	False
PB.896.1	3412	3	1.0	11	annotated	48.505	2541	1	847	0.428	7.992	1.0	coding	1.0	15.061	False	0.0	False	0.019	0	0.016	0	False
PB.8960.1	1527	6	1.0	2	annotated	61.69	1119	1	373	0.419	6.494	1.0	coding	1.0	0.0	False	0.0	False	3.83	0	1.0	0	False
PB.8961.1	2068	7	0.778	12	annotated	50.87	1536	1	512	0.453	8.98	1.0	coding	1.0	70.211	False	0.0	False	0.214	0	0.018	0	False
PB.8961.2	2072	2	0.222	12	novel	48.89	1443	1	481	0.452	8.608	1.0	coding	1.0	71.118	False	0.0	False	0.214	0	0.02	0	False
PB.8962.1	1002	6	1.0	9	annotated	47.904	585	1	195	0.469	6.977	0.998	coding	1.0	103.02	False	0.0	False	4.972	0	0.075	0	False
PB.8964.1	1062	4	1.0	9	novel	51.036	636	1	212	0.427	5.869	0.999	coding	1.0	157.396	True	6.262	True	2.167	0	0.043	0	False
PB.8966.1	1323	3	1.0	3	novel	60.998	960	1	320	0.408	9.348	1.0	coding	1.0	31.0	False	0.0	False	0.846	0	0.315	0	False
PB.8967.1	1451	8	1.0	3	annotated	49.483	975	1	325	0.448	5.414	1.0	coding	1.0	140.5	False	0.0	False	1.397	0	0.203	0	False
PB.8968.1	1249	7	1.0	5	annotated	60.929	777	1	259	0.429	5.138	1.0	coding	1.0	93.353	False	0.0	False	1.69	0	0.106	0	False
PB.8969.1	3438	8	0.667	16	annotated	43.397	2796	1	932	0.478	8.846	1.0	coding	1.0	56.176	False	0.0	False	0.209	0	0.018	0	False
PB.8969.2	3419	2	0.167	15	annotated	43.024	1704	1	568	0.478	9.451	1.0	coding	1.0	57.886	False	0.0	False	0.21	0	0.019	0	False
PB.8969.6	3398	2	0.167	14	novel	43.408	1704	1	568	0.474	9.451	1.0	coding	1.0	58.15	False	0.0	False	0.211	0	0.02	0	False
PB.897.1	1832	2	0.333	6	annotated	43.559	1398	1	466	0.479	6.082	1.0	coding	1.0	108.459	False	0.0	False	0.726	0	0.077	0	False
PB.897.2	2639	4	0.667	7	annotated	45.737	1788	1	596	0.433	8.231	1.0	coding	1.0	105.074	False	0.0	False	0.504	0	0.071	0	False
PB.8971.1	1761	2	1.0	4	novel	49.404	735	1	245	0.35	5.995	0.999	coding	1.0	23.152	True	0.791	True	0.288	0	0.143	0	False
PB.8972.1	7642	54	0.562	13	annotated	45.08	7101	1	2367	0.47	8.864	1.0	coding	1.0	185.212	False	0.0	False	0.152	0	0.016	0	False
PB.8972.2	6399	6	0.062	9	annotated	43.694	6165	1	2055	0.484	8.904	1.0	coding	1.0	176.781	False	0.0	False	0.297	0	0.031	0	False
PB.8972.4	5534	31	0.323	8	annotated	43.91	5241	1	1747	0.475	8.831	1.0	coding	1.0	154.815	False	0.0	False	0.675	0	0.064	0	False
PB.8972.6	4083	5	0.052	13	annotated	46.559	3768	1	1256	0.47	7.989	1.0	coding	1.0	195.333	False	0.0	False	0.259	0	0.016	0	False
PB.8973.1	3239	3	1.0	19	annotated	46.403	2607	1	869	0.479	5.807	1.0	coding	1.0	47.944	False	0.0	False	0.163	0	0.019	0	False
PB.8976.1	3506	2	1.0	17	annotated	45.408	2448	1	816	0.471	6.62	1.0	coding	1.0	144.383	False	0.0	False	0.084	0	0.007	0	False
PB.8977.1	3655	68	1.0	8	annotated	51.135	3051	1	1017	0.467	6.769	1.0	coding	1.0	107.455	False	0.0	False	0.306	0	0.033	0	False
PB.8978.1	3581	2	0.333	8	novel	45.323	1182	1	394	0.417	5.004	1.0	coding	1.0	89.233	False	0.0	True	0.071	0	0.022	0	False
PB.8978.2	3070	2	0.333	10	novel	45.7	1698	1	566	0.427	5.374	1.0	coding	1.0	80.116	False	0.0	True	0.083	0	0.019	0	False
PB.8978.3	3164	2	0.333	9	novel	45.544	1698	1	566	0.417	5.374	1.0	coding	1.0	85.43	False	0.0	True	0.08	0	0.021	0	False
PB.8979.1	1926	8	1.0	11	annotated	52.025	1185	1	395	0.438	5.296	1.0	coding	1.0	550.728	False	0.0	False	0.449	0	0.007	0	False
PB.8981.1	3717	19	0.25	9	annotated	44.821	3357	1	1119	0.475	6.807	1.0	coding	1.0	86.26	False	0.0	False	0.159	0	0.03	0	False
PB.8981.2	3863	25	0.329	8	annotated	44.654	3444	1	1148	0.475	6.507	1.0	coding	1.0	84.633	False	0.0	False	0.268	0	0.053	0	False
PB.8981.3	3749	10	0.132	7	annotated	44.439	3444	1	1148	0.475	6.507	1.0	coding	1.0	89.57	False	0.0	False	0.276	0	0.067	0	False
PB.8981.4	3715	12	0.158	8	annotated	44.522	3357	1	1119	0.478	6.807	1.0	coding	1.0	89.19	False	0.0	False	0.159	0	0.037	0	False
PB.8981.5	3580	3	0.039	8	annotated	44.553	3330	1	1110	0.478	6.895	1.0	coding	1.0	93.083	False	0.0	False	0.006	0	0.001	0	False
PB.8981.6	3628	5	0.066	9	annotated	44.846	3330	1	1110	0.478	6.895	1.0	coding	1.0	90.179	False	0.0	False	0.006	0	0.001	0	False
PB.8981.9	3451	2	0.026	4	novel	44.016	3108	1	1036	0.478	6.768	1.0	coding	1.0	11.47	False	0.0	False	0.3	0	0.262	0	False
PB.8982.1	6653	115	0.697	41	annotated	45.438	5883	1	1961	0.46	9.049	1.0	coding	1.0	205.27	False	0.0	False	0.178	0	0.005	0	False
PB.8982.10	4434	4	0.024	27	novel	43.663	4011	1	1337	0.466	8.577	1.0	coding	1.0	209.907	False	0.0	False	0.371	0	0.009	0	False
PB.8982.11	4002	4	0.024	23	annotated	44.203	3648	1	1216	0.466	8.213	1.0	coding	1.0	216.524	False	0.0	False	0.411	0	0.01	0	False
PB.8982.12	3959	2	0.012	22	novel	44.279	3648	1	1216	0.466	8.213	1.0	coding	1.0	217.166	False	0.0	False	0.416	0	0.01	0	False
PB.8982.13	3743	6	0.036	20	annotated	44.349	3393	1	1131	0.475	6.811	1.0	coding	1.0	223.636	False	0.0	False	0.44	0	0.01	0	False
PB.8982.14	3557	3	0.018	19	novel	44.476	3237	1	1079	0.494	7.892	1.0	coding	1.0	228.988	False	0.0	False	0.463	0	0.011	0	False
PB.8982.15	1239	2	0.012	4	novel	48.265	876	1	292	0.455	9.863	1.0	coding	1.0	20.314	False	0.0	False	1.329	0	0.248	0	False
PB.8982.2	6581	14	0.085	40	annotated	45.434	4599	1	1533	0.46	8.649	1.0	coding	1.0	207.262	False	0.0	False	0.18	0	0.005	0	False
PB.8982.5	5134	5	0.03	32	novel	43.105	4785	1	1595	0.47	8.786	1.0	coding	1.0	205.785	False	0.0	False	0.247	0	0.006	0	False
PB.8982.6	4934	3	0.018	31	annotated	43.332	4626	1	1542	0.457	8.88	1.0	coding	1.0	207.561	False	0.0	False	0.257	0	0.006	0	False
PB.8982.7	4871	2	0.012	30	annotated	43.4	4539	1	1513	0.47	8.906	1.0	coding	1.0	208.909	False	0.0	False	0.26	0	0.006	0	False
PB.8982.8	4741	3	0.018	29	novel	43.451	4446	1	1482	0.47	8.914	1.0	coding	1.0	210.809	False	0.0	False	0.267	0	0.007	0	False
PB.8982.9	4559	2	0.012	26	novel	43.76	2727	1	909	0.465	6.142	1.0	coding	1.0	210.948	False	0.0	False	0.361	0	0.009	0	False
PB.8983.1	1797	4	1.0	5	annotated	56.928	1269	1	423	0.488	6.042	1.0	coding	1.0	12.07	False	0.0	False	0.435	0	0.172	0	False
PB.8984.1	2050	12	1.0	8	annotated	50.585	1524	1	508	0.458	9.581	1.0	coding	1.0	45.49	False	0.0	False	0.288	0	0.053	0	False
PB.8985.1	1700	2	1.0	11	annotated	45.824	1275	1	425	0.478	5.754	1.0	coding	1.0	212.64	False	0.0	False	1.378	0	0.028	0	False
PB.8986.1	2273	3	1.0	9	annotated	47.47	1185	1	395	0.407	6.273	1.0	coding	1.0	15.135	False	0.0	False	0.056	0	0.036	0	False
PB.8987.1	2408	3	1.0	5	annotated	60.424	2067	1	689	0.446	5.616	1.0	coding	1.0	18.713	False	0.0	False	0.359	0	0.157	0	False
